"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Xylem",6,17,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",6,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",7,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",7,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",7,5,1,"Fail","arabidopsis_thaliana","Leaf"
"G2/M phase",7,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Guard mother cell",7,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",7,13,0.753728345835233,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",7,18,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Initials",7,14,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",7,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",7,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",7,14,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",7,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",7,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf pavement cell",7,16,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Leaf preprocambium",7,11,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",7,19,0.731195755194017,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",7,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll",7,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",7,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",7,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",7,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",7,20,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",7,12,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",7,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",7,2,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",7,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",7,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",7,17,0.436592028686582,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",7,13,0.471000453406627,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",7,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",7,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",7,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",7,13,1,"Fail","arabidopsis_thaliana","Leaf"
"Xylem",7,25,0.490429096822886,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",7,14,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",8,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",8,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"G2/M phase",8,51,7.09353798090761e-26,"Reject","arabidopsis_thaliana","Leaf"
"Guard mother cell",8,16,0.490429096822886,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",8,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",8,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Initials",8,50,7.36281967803731e-11,"Reject","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",8,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",8,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",8,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",8,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf pavement cell",8,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf preprocambium",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",8,62,1.58776634328876e-23,"Reject","arabidopsis_thaliana","Leaf"
"Mesophyll",8,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",8,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",8,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",8,0,1,"Fail","arabidopsis_thaliana","Leaf"
