"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Phloem pole pericycle cell",12,6,1,"Fail","triticum_aestivum","Root"
"Protophloem",12,1,1,"Fail","triticum_aestivum","Root"
"Protoxylem",12,1,1,"Fail","triticum_aestivum","Root"
"Provascular",12,1,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",12,0,1,"Fail","triticum_aestivum","Root"
"Root broder",12,1,1,"Fail","triticum_aestivum","Root"
"Root cap",12,4,1,"Fail","triticum_aestivum","Root"
"Root endodermis",12,4,1,"Fail","triticum_aestivum","Root"
"Root epidermis",12,2,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",12,3,1,"Fail","triticum_aestivum","Root"
"Root hair",12,5,1,"Fail","triticum_aestivum","Root"
"Root hair cell",12,3,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",12,3,1,"Fail","triticum_aestivum","Root"
"Root vascular system",12,2,1,"Fail","triticum_aestivum","Root"
"Sieve element",12,4,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",12,6,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",12,4,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",12,6,1,"Fail","triticum_aestivum","Root"
"Columella root cap",13,4,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",13,2,1,"Fail","triticum_aestivum","Root"
"Companion cell",13,2,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",13,0,1,"Fail","triticum_aestivum","Root"
"Metaxylem",13,8,0.573143592791716,"Fail","triticum_aestivum","Root"
"Pericycle",13,2,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",13,4,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",13,0,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",13,9,0.768701281150123,"Fail","triticum_aestivum","Root"
"Protophloem",13,1,1,"Fail","triticum_aestivum","Root"
"Protoxylem",13,1,1,"Fail","triticum_aestivum","Root"
