"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Leaf lamina epidermis",13,11,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",13,13,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",13,8,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",13,15,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",13,4,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",13,14,1,"Fail","oryza_sativa","Leaf"
"Phloem",13,4,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",13,9,1,"Fail","oryza_sativa","Leaf"
"Xylem",13,11,1,"Fail","oryza_sativa","Leaf"
"Initial cell",14,1,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",14,2,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",14,7,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",14,5,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",14,6,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",14,3,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",14,6,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",14,1,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",14,4,1,"Fail","oryza_sativa","Leaf"
"Phloem",14,9,0.00240437041173802,"Reject","oryza_sativa","Leaf"
"Vascular tissue",14,2,1,"Fail","oryza_sativa","Leaf"
"Xylem",14,4,1,"Fail","oryza_sativa","Leaf"
