"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Metaxylem",5,7,1,"Fail","arabidopsis_thaliana","Root"
"Non-hair",5,12,0.379987676012693,"Fail","arabidopsis_thaliana","Root"
"Non-hair root epidermal cell",5,6,1,"Fail","arabidopsis_thaliana","Root"
"Pericycle",5,7,0.887475129807375,"Fail","arabidopsis_thaliana","Root"
"Pericycle cell",5,10,0.45411944988971,"Fail","arabidopsis_thaliana","Root"
"Phloem",5,5,1,"Fail","arabidopsis_thaliana","Root"
"Phloem parenchyma",5,15,0.360512275459586,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",5,9,0.568885452146763,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",5,10,0.754101622129965,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",5,9,0.156049237053062,"Fail","arabidopsis_thaliana","Root"
"Pholem",5,5,1,"Fail","arabidopsis_thaliana","Root"
"Photosynthetic cell",5,4,0.522032254646425,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",5,12,0.333035808223822,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",5,4,1,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",5,3,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem sieve element",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Protoxylem",5,9,0.541296969722969,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",5,3,1,"Fail","arabidopsis_thaliana","Root"
"Root cap",5,6,1,"Fail","arabidopsis_thaliana","Root"
"Root cortex",5,15,0.348884343417936,"Fail","arabidopsis_thaliana","Root"
"Root endodermis",5,11,0.49968917787748,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",5,7,1,"Fail","arabidopsis_thaliana","Root"
"Root hair",5,4,1,"Fail","arabidopsis_thaliana","Root"
"Root hair cell",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Root initial cell",5,3,1,"Fail","arabidopsis_thaliana","Root"
"Root meristem",5,0,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",5,6,1,"Fail","arabidopsis_thaliana","Root"
"Root stele",5,12,0.639138857747933,"Fail","arabidopsis_thaliana","Root"
