"reference_cell_types","query_clusters","number_OMGs","p_value","negative_log10_p_value","significant"
"glycine_max Flower Mesophyll cell",5,3,1,0,"No"
"glycine_max Flower Procambium",5,2,1,0,"No"
"glycine_max Flower Proliferating cell",5,0,1,0,"No"
"glycine_max Leaf Bundle sheath cell",5,4,1,0,"No"
"glycine_max Leaf Companion cell",5,2,1,0,"No"
"glycine_max Leaf Hydathode",5,4,1,0,"No"
"glycine_max Leaf Leaf guard cell",5,1,1,0,"No"
"glycine_max Leaf Leaf lamina epidermis",5,4,0.754424966870595,0.122383947531187,"No"
"glycine_max Leaf Leaf senescing cell",5,2,1,0,"No"
"glycine_max Leaf Leaf vascular system",5,2,1,0,"No"
"glycine_max Leaf Mesophyll cell",5,8,0.105322214996704,0.977480015966171,"No"
"glycine_max Leaf Proliferating cell",5,0,1,0,"No"
"glycine_max Root Pericycle cell",5,2,1,0,"No"
"glycine_max Root Phloem",5,6,1,0,"No"
"glycine_max Root Phloem fiber cell",5,2,1,0,"No"
"glycine_max Root Proliferating cell",5,0,1,0,"No"
"glycine_max Root Root cap",5,2,1,0,"No"
"glycine_max Root Root cortex",5,3,1,0,"No"
"glycine_max Root Root endodermis",5,2,1,0,"No"
"glycine_max Root Root epidermis",5,3,1,0,"No"
"glycine_max Root Root hair cell",5,3,1,0,"No"
"glycine_max Root Root nodule",5,1,1,0,"No"
"glycine_max Root Root procambium",5,5,1,0,"No"
"glycine_max Root Root vascular system",5,7,0.804237212727753,0.0946158355996635,"No"
"glycine_max Root Xylem",5,3,1,0,"No"
"glycine_max Seed Embryo epidermal cell",5,3,0.972735728009886,0.0120051324512539,"No"
"glycine_max Seed Endosperm",5,4,0.534277343986819,0.272233241669841,"No"
"glycine_max Seed Inner integument",5,2,1,0,"No"
"glycine_max Seed Outer integument",5,5,0.442492378377432,0.354094205321253,"No"
"glycine_max Seed Plant embryo",5,3,0.838764109741342,0.076360161033068,"No"
"glycine_max Seed Proliferating cell",5,0,1,0,"No"
"glycine_max Seed Seed coat",5,7,0.972735728009886,0.0120051324512539,"No"
"glycine_max Seed Seed coat endothelium",5,0,1,0,"No"
"glycine_max Seed Seed coat epidermis",5,11,0.0120947315190034,1.91740376774108,"Yes"
"glycine_max Seed Suspensor",5,4,0.754424966870595,0.122383947531187,"No"
"glycine_max Stem Companion cell",5,6,0.986126282022215,0.00606746632282217,"No"
"glycine_max Stem Guard cell",5,6,0.251651811332434,0.599199939302805,"No"
"glycine_max Stem Mesophyll cell",5,6,0.403245384768855,0.394430594505372,"No"
"glycine_max Stem Phloem",5,3,1,0,"No"
"glycine_max Stem Proliferating cell",5,0,1,0,"No"
"glycine_max Stem Shoot apical meristem",5,2,1,0,"No"
"glycine_max Stem Shoot apical meristem epidermis layer",5,2,1,0,"No"
"glycine_max Stem Shoot parenchyma",5,6,0.909516902236218,0.0411892257047161,"No"
"glycine_max Stem Shoot system cortex",5,4,0.534277343986819,0.272233241669841,"No"
"glycine_max Stem Shoot system vascular system",5,4,0.842379688224729,0.0744921135679024,"No"
"glycine_max Stem Stem cortex",5,4,1,0,"No"
"glycine_max Stem Stem endodermis",5,5,1,0,"No"
"glycine_max Stem Stem epidermis",5,2,1,0,"No"
"glycine_max Stem Stem pith",5,7,0.898362273220097,0.0465484945876068,"No"
"glycine_max Stem Stem trichome",5,7,0.47413243119552,0.324100337430378,"No"
"glycine_max Stem Xylem",5,3,1,0,"No"
"gossypium_bickii Leaf Companion cell",5,7,0.835237143507194,0.07819020057083,"No"
"gossypium_bickii Leaf Leaf guard cell",5,5,1,0,"No"
"gossypium_bickii Leaf Leaf lamina epidermis",5,10,0.147178156816761,0.832156640255754,"No"
"gossypium_bickii Leaf Mesophyll cell",5,3,0.727266229688687,0.138306578247844,"No"
"gossypium_bickii Leaf Phloem parenchyma cell",5,1,1,0,"No"
"gossypium_bickii Leaf Xylem",5,3,1,0,"No"
"gossypium_bickii Seed Companion cell",5,8,1,0,"No"
"gossypium_bickii Seed Leaf epidermis",5,12,0.704079879676071,0.152378066234947,"No"
"gossypium_bickii Seed Leaf guard cell",5,4,0.990232822611467,0.00426268248565597,"No"
"gossypium_bickii Seed Mesophyll",5,6,1,0,"No"
"gossypium_bickii Seed Phloem parenchyma",5,0,1,0,"No"
"gossypium_bickii Seed Pigment gland",5,23,0.000388829141865481,3.41024119313598,"Yes"
"gossypium_bickii Seed Procambium",5,5,1,0,"No"
"gossypium_bickii Seed Xylem",5,5,1,0,"No"
"gossypium_hirsutum Flower Anther wall endothecium",5,9,0.227712116475626,0.642613860124848,"No"
"gossypium_hirsutum Flower Anther wall middle layer",5,4,1,0,"No"
"gossypium_hirsutum Flower Anther wall tapetum",5,2,1,0,"No"
"gossypium_hirsutum Flower Connective",5,1,1,0,"No"
"gossypium_hirsutum Flower Developing male gametophytes",5,0,1,0,"No"
"gossypium_hirsutum Flower Flower vascular system",5,5,1,0,"No"
"gossypium_hirsutum Flower Microspore nuclei",5,0,1,0,"No"
"gossypium_hirsutum Flower Outer pigment layer",5,13,0.0341035714433903,1.46720013781284,"Yes"
"gossypium_hirsutum Flower Ovule fiber cell",5,7,0.366648739144873,0.435749804145435,"No"
"gossypium_hirsutum Leaf Guard cell",5,5,1,0,"No"
"gossypium_hirsutum Leaf Leaf lamina epidermis",5,3,1,0,"No"
"gossypium_hirsutum Leaf Leaf vascular system",5,7,1,0,"No"
"gossypium_hirsutum Leaf Mesophyll cell",5,3,1,0,"No"
"gossypium_hirsutum Leaf Proliferating cell",5,1,1,0,"No"
"manihot_esculenta Leaf Bundle sheath cell",5,12,0.12467175427951,0.90423192944084,"No"
"manihot_esculenta Leaf Companion cell",5,10,0.793935220012586,0.100214931752753,"No"
"manihot_esculenta Leaf Leaf guard cell",5,10,0.147178156816761,0.832156640255754,"No"
"manihot_esculenta Leaf Leaf lamina epidermis",5,8,0.434096983864866,0.362413231658181,"No"
"manihot_esculenta Leaf Leaf procambium",5,8,0.305434184709355,0.515082357588047,"No"
"manihot_esculenta Leaf Leaf vascular system",5,6,1,0,"No"
"manihot_esculenta Leaf Palisade mesophyll cell",5,3,1,0,"No"
"manihot_esculenta Leaf Sieve element",5,9,0.675442628940578,0.170411533381638,"No"
"manihot_esculenta Leaf Spongy mesophyll cell",5,7,0.177919731938299,0.749775884424729,"No"
"manihot_esculenta Leaf Xylem",5,0,1,0,"No"
"manihot_esculenta Root Metaxylem",5,6,1,0,"No"
"manihot_esculenta Root Pericycle cell",5,6,1,0,"No"
"manihot_esculenta Root Phloem",5,9,0.572492721715514,0.242230030278699,"No"
"manihot_esculenta Root Root apical meristem",5,2,1,0,"No"
"manihot_esculenta Root Root cortex",5,6,1,0,"No"
"manihot_esculenta Root Root endodermis",5,16,0.00324728890435908,2.48847907140252,"Yes"
"manihot_esculenta Root Root epidermis",5,9,0.361910503806161,0.441398812087004,"No"
"manihot_esculenta Root Root exodermis",5,10,0.49194152105502,0.308086520388282,"No"
"manihot_esculenta Root Root hair cell",5,8,1,0,"No"
"manihot_esculenta Root Root vascular system",5,0,1,0,"No"
"manihot_esculenta Root Xylem",5,2,1,0,"No"
"manihot_esculenta Tuberous root Meristematic cell",5,4,1,0,"No"
"manihot_esculenta Tuberous root Metaxylem",5,4,1,0,"No"
"manihot_esculenta Tuberous root Pericycle",5,7,1,0,"No"
"manihot_esculenta Tuberous root Phloem",5,3,1,0,"No"
"manihot_esculenta Tuberous root Phloem parenchyma",5,5,1,0,"No"
"manihot_esculenta Tuberous root Root cortex",5,5,1,0,"No"
"manihot_esculenta Tuberous root Root epidermis",5,9,1,0,"No"
"manihot_esculenta Tuberous root Root exodermis",5,12,0.563725726537533,0.248932144994716,"No"
"manihot_esculenta Tuberous root Root hair",5,14,0.386902895147154,0.412398020493981,"No"
"manihot_esculenta Tuberous root Root procambium",5,20,0.0106811575908903,1.97138167726135,"Yes"
"manihot_esculenta Tuberous root Vascular bundle",5,5,0.885822125762823,0.0526534762563913,"No"
"manihot_esculenta Tuberous root Xylem",5,6,1,0,"No"
"medicago_truncatula Root Cortex",5,5,1,0,"No"
"medicago_truncatula Root Nodule apex",5,17,0.00216215352548806,2.66511347185122,"Yes"
"medicago_truncatula Root Nodule parenchyma",5,4,1,0,"No"
"medicago_truncatula Root Non-hair",5,10,0.0605783367814452,1.21768265468353,"No"
"medicago_truncatula Root Pericycle",5,6,1,0,"No"
"medicago_truncatula Root Phloem",5,6,1,0,"No"
"medicago_truncatula Root Root apical meristem",5,5,1,0,"No"
"medicago_truncatula Root Root cap",5,5,1,0,"No"
"medicago_truncatula Root Root cortex",5,8,0.862013911957061,0.0644857250831419,"No"
"medicago_truncatula Root Root endodermis",5,4,1,0,"No"
"medicago_truncatula Root Root epidermis",5,2,1,0,"No"
"medicago_truncatula Root Root hair",5,8,0.73731886735545,0.132344652732572,"No"
"medicago_truncatula Root Root hair cell",5,5,0.676413673448296,0.169787621885764,"No"
"medicago_truncatula Root Root nodule",5,1,1,0,"No"
"medicago_truncatula Root Root stele",5,5,1,0,"No"
"medicago_truncatula Root Root vascular system",5,4,1,0,"No"
"medicago_truncatula Root Stem cell niche",5,3,1,0,"No"
"medicago_truncatula Root Xylem",5,4,1,0,"No"
"nicotiana_attenuata Corolla Chlorenchyma",5,4,0.889547184997061,0.0508310103227763,"No"
"nicotiana_attenuata Corolla Epidermis",5,1,1,0,"No"
"nicotiana_attenuata Corolla Parenchyma",5,8,0.960843068520212,0.0173475384928845,"No"
"nicotiana_attenuata Corolla Pollen",5,4,0.48062876699932,0.318190238993673,"No"
"nicotiana_attenuata Corolla Vascular tissue",5,8,1,0,"No"
"oryza_sativa Inflorescence Branch meristem",5,2,0.889547184997061,0.0508310103227763,"No"
"oryza_sativa Inflorescence Cryptic bract",5,1,1,0,"No"
"oryza_sativa Inflorescence Floret meristem",5,6,0.806389845239407,0.0934549498770452,"No"
"oryza_sativa Inflorescence Inflorescence axis",5,4,0.800628246861247,0.0965690916733756,"No"
"oryza_sativa Inflorescence Inflorescence meristem",5,0,1,0,"No"
"oryza_sativa Inflorescence Lodicule",5,0,1,0,"No"
"oryza_sativa Inflorescence Rudimentary glume",5,1,1,0,"No"
"oryza_sativa Inflorescence Spikelet",5,2,1,0,"No"
"oryza_sativa Inflorescence Spikelet floret",5,2,1,0,"No"
"oryza_sativa Inflorescence Spikelet identity cell",5,9,0.796244657109625,0.098953468811183,"No"
"oryza_sativa Inflorescence Spikelet meristem",5,1,1,0,"No"
"oryza_sativa Inflorescence Spikelet supporting cell",5,1,1,0,"No"
"oryza_sativa Inflorescence Sterile lemma",5,1,1,0,"No"
"oryza_sativa Leaf Initial cell",5,2,1,0,"No"
"oryza_sativa Leaf Large parenchyma cell",5,4,1,0,"No"
"oryza_sativa Leaf Leaf epidermis",5,10,1,0,"No"
"oryza_sativa Leaf Leaf lamina epidermis",5,4,1,0,"No"
"oryza_sativa Leaf Leaf preprocambium",5,12,0.293039338659469,0.533074074472052,"No"
"oryza_sativa Leaf Mesophyll",5,2,1,0,"No"
"oryza_sativa Leaf Mesophyll cell",5,9,0.796244657109625,0.098953468811183,"No"
"oryza_sativa Leaf Mesophyll precursor",5,2,1,0,"No"
"oryza_sativa Leaf Mestome sheath",5,11,0.399982371017323,0.397959149518578,"No"
"oryza_sativa Leaf Phloem",5,1,1,0,"No"
"oryza_sativa Leaf Vascular tissue",5,2,1,0,"No"
"oryza_sativa Leaf Xylem",5,6,1,0,"No"
"oryza_sativa Pistil CT-Ovule",5,1,1,0,"No"
"oryza_sativa Pistil Inner ovary wall/Outer integument",5,2,1,0,"No"
"oryza_sativa Pistil Integument",5,1,1,0,"No"
"oryza_sativa Pistil Nucellus",5,3,0.935770482151188,0.0288306582686968,"No"
"oryza_sativa Pistil Outer ovary wall",5,2,1,0,"No"
"oryza_sativa Pistil Ovary wall",5,3,0.972735728009886,0.0120051324512539,"No"
"oryza_sativa Pistil Ovule",5,1,1,0,"No"
"oryza_sativa Pistil S-Ovule",5,0,1,0,"No"
"oryza_sativa Pistil Stamen residue",5,0,1,0,"No"
"oryza_sativa Pistil Stigma",5,2,0.944520085145728,0.0247888024057667,"No"
"oryza_sativa Pistil Style",5,2,1,0,"No"
"oryza_sativa Pistil Vascular tissue",5,3,1,0,"No"
"oryza_sativa Root Epidermal meristematic cell",5,9,0.990232822611467,0.00426268248565597,"No"
"oryza_sativa Root Exodermis",5,12,0.619963528066307,0.207633858929894,"No"
"oryza_sativa Root Meristematic cell",5,0,1,0,"No"
"oryza_sativa Root Metaxylem",5,2,1,0,"No"
"oryza_sativa Root Non-hair root epidermal cell",5,8,0.562272955607292,0.250052804829523,"No"
"oryza_sativa Root Pericycle",5,4,1,0,"No"
"oryza_sativa Root Pericycle cell",5,4,1,0,"No"
"oryza_sativa Root Phloem",5,3,1,0,"No"
"oryza_sativa Root Protoxylem",5,9,0.928831510824216,0.0320630594786326,"No"
"oryza_sativa Root Root cap",5,3,1,0,"No"
"oryza_sativa Root Root cap junction",5,5,1,0,"No"
"oryza_sativa Root Root cortex",5,0,1,0,"No"
"oryza_sativa Root Root endodermis",5,0,1,0,"No"
"oryza_sativa Root Root epidermis",5,6,1,0,"No"
"oryza_sativa Root Root exodermis",5,8,0.889547184997061,0.0508310103227763,"No"
"oryza_sativa Root Root hair",5,7,0.948628070837022,0.0229040282934166,"No"
"oryza_sativa Root Root hair cell",5,5,0.972899402881071,0.0119320631563783,"No"
"oryza_sativa Root Root meristem",5,0,1,0,"No"
"oryza_sativa Root Root procambium",5,3,1,0,"No"
"oryza_sativa Root Root stele",5,1,1,0,"No"
"oryza_sativa Root Sclerenchyma",5,2,1,0,"No"
"oryza_sativa Root Xylem",5,5,1,0,"No"
"oryza_sativa Root;Leaf Epidermis",5,12,0.704079879676071,0.152378066234947,"No"
"oryza_sativa Root;Leaf Fiber cell",5,6,1,0,"No"
"oryza_sativa Root;Leaf Initial cell",5,1,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll precursor/Root endodermis",5,2,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll/Cortex",5,7,0.772434379264489,0.112138405021348,"No"
"oryza_sativa Root;Leaf Mestome sheath",5,8,1,0,"No"
"oryza_sativa Root;Leaf Parenchyma",5,4,1,0,"No"
"oryza_sativa Root;Leaf Pericycle",5,5,1,0,"No"
"oryza_sativa Root;Leaf Phloem",5,4,1,0,"No"
"oryza_sativa Root;Leaf Procambium",5,14,0.189530573973728,0.722320722175863,"No"
"oryza_sativa Root;Leaf Root exodermis/Sclerenchym",5,10,1,0,"No"
"oryza_sativa Root;Leaf Root stele",5,5,1,0,"No"
"oryza_sativa Root;Leaf Vascular tissue",5,4,1,0,"No"
"oryza_sativa Root;Leaf Xylem",5,10,1,0,"No"
"populus_alba_var_pyramidalis Stem Companion cell",5,3,1,0,"No"
"populus_alba_var_pyramidalis Stem Cork cambium",5,13,0.648288609188339,0.188231609139205,"No"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis",5,7,0.772434379264489,0.112138405021348,"No"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis initial",5,6,0.878325387208539,0.0563445641734811,"No"
"populus_alba_var_pyramidalis Stem Endodermis",5,9,0.572492721715514,0.242230030278699,"No"
"populus_alba_var_pyramidalis Stem Epidermis",5,30,1.67255595456459e-12,11.7766193442016,"Yes"
"populus_alba_var_pyramidalis Stem Phloem parenchyma",5,9,0.0609064314854581,1.2153368451148,"No"
"populus_alba_var_pyramidalis Stem Photosynthetic cell",5,7,0.972735728009886,0.0120051324512539,"No"
"populus_alba_var_pyramidalis Stem Sieve element",5,6,1,0,"No"
"populus_alba_var_pyramidalis Stem Vascular cambium",5,0,1,0,"No"
"populus_alba_var_pyramidalis Stem Xylem",5,10,1,0,"No"
"populus_alba_var_pyramidalis Stem Xylem parenchyma",5,5,1,0,"No"
"solanum_lycopersicum Leaf Leaf guard cell",5,13,0.0288366630119575,1.54005499774397,"Yes"
"solanum_lycopersicum Leaf Leaf lamina epidermis",5,0,1,0,"No"
"solanum_lycopersicum Leaf Leaf trichome",5,7,1,0,"No"
"solanum_lycopersicum Leaf Leaf vascular system",5,5,1,0,"No"
"solanum_lycopersicum Leaf Mesophyll cell",5,2,1,0,"No"
"solanum_lycopersicum Root Atrichoblast",5,8,1,0,"No"
"solanum_lycopersicum Root Cortex",5,10,1,0,"No"
"solanum_lycopersicum Root Endodermis",5,11,1,0,"No"
"solanum_lycopersicum Root Exodermis",5,14,0.793935220012586,0.100214931752753,"No"
"solanum_lycopersicum Root MZ",5,0,1,0,"No"
"solanum_lycopersicum Root Pericycle",5,5,1,0,"No"
"solanum_lycopersicum Root Phloem_Procamb",5,7,1,0,"No"
"solanum_lycopersicum Root RC_Col_QC",5,7,1,0,"No"
"solanum_lycopersicum Root Trichoblast",5,7,1,0,"No"
"solanum_lycopersicum Root Xylem",5,10,1,0,"No"
"solanum_lycopersicum Shoot axis apex Leaf marginal meristem",5,8,0.983099481310568,0.00740253303438506,"No"
"solanum_lycopersicum Shoot axis apex Meristematic cell",5,3,0.935770482151188,0.0288306582686968,"No"
"solanum_lycopersicum Shoot axis apex Mesophyll",5,6,1,0,"No"
"solanum_lycopersicum Shoot axis apex Phloem",5,11,0.190589699322587,0.719900575094582,"No"
"solanum_lycopersicum Shoot axis apex Rib Zone",5,6,1,0,"No"
"solanum_lycopersicum Shoot axis apex Shoot system epidermis",5,2,1,0,"No"
"solanum_lycopersicum Shoot axis apex Trichome",5,6,1,0,"No"
"solanum_lycopersicum Shoot axis apex Xylem",5,1,0.835257026285863,0.078179862335334,"No"
"sorghum_bicolor Root Columella root cap cell",5,0,1,0,"No"
"sorghum_bicolor Root Lateral root cap",5,7,0.47413243119552,0.324100337430378,"No"
"sorghum_bicolor Root Pericycle cell",5,4,1,0,"No"
"sorghum_bicolor Root Phloem",5,4,1,0,"No"
"sorghum_bicolor Root Root cortex",5,6,0.878325387208539,0.0563445641734811,"No"
"sorghum_bicolor Root Root endodermis",5,8,0.771690222553697,0.112557002300101,"No"
"sorghum_bicolor Root Root epidermis",5,3,1,0,"No"
"sorghum_bicolor Root Root stele",5,4,1,0,"No"
"sorghum_bicolor Root Xylem",5,4,1,0,"No"
"triticum_aestivum Root Columella root cap",5,2,1,0,"No"
"triticum_aestivum Root Columella root cap cell",5,3,1,0,"No"
"triticum_aestivum Root Companion cell",5,3,1,0,"No"
"triticum_aestivum Root Meristematic cell",5,0,1,0,"No"
"triticum_aestivum Root Metaxylem",5,2,1,0,"No"
"triticum_aestivum Root Pericycle",5,3,1,0,"No"
"triticum_aestivum Root Pericycle cell",5,4,1,0,"No"
"triticum_aestivum Root Phloem pole pericycle",5,4,0.703388950961946,0.152804457989428,"No"
"triticum_aestivum Root Phloem pole pericycle cell",5,5,0.627302573286193,0.20252293092002,"No"
"triticum_aestivum Root Protophloem",5,0,1,0,"No"
"triticum_aestivum Root Protoxylem",5,1,1,0,"No"
"triticum_aestivum Root Provascular",5,1,1,0,"No"
"triticum_aestivum Root Proximal meristem",5,0,1,0,"No"
"triticum_aestivum Root Root broder",5,6,0.100371652706786,0.998388924753977,"No"
"triticum_aestivum Root Root cap",5,1,1,0,"No"
"triticum_aestivum Root Root endodermis",5,1,1,0,"No"
"triticum_aestivum Root Root epidermis",5,4,0.0310618534310111,1.50777263389898,"Yes"
"triticum_aestivum Root Root epidermis/Root cortex",5,2,1,0,"No"
"triticum_aestivum Root Root hair",5,6,0.153868295009656,0.812850858536677,"No"
"triticum_aestivum Root Root hair cell",5,0,1,0,"No"
"triticum_aestivum Root Root system ground meristem",5,1,1,0,"No"
"triticum_aestivum Root Root vascular system",5,2,1,0,"No"
"triticum_aestivum Root Sieve element",5,4,0.591077167367158,0.228355816624673,"No"
"triticum_aestivum Root Stem cell niche",5,3,0.972735728009886,0.0120051324512539,"No"
"triticum_aestivum Root Xylem pole pericycle",5,5,0.627302573286193,0.20252293092002,"No"
"triticum_aestivum Root Xylem pole pericycle cell",5,2,1,0,"No"
"zea_mays Ear inflorescence Adaxial meristem periphery",5,6,1,0,"No"
"zea_mays Ear inflorescence Bundle sheath",5,4,1,0,"No"
"zea_mays Ear inflorescence Cortex",5,8,1,0,"No"
"zea_mays Ear inflorescence Determinate lateral organ",5,4,1,0,"No"
"zea_mays Ear inflorescence G2/M phase",5,2,1,0,"No"
"zea_mays Ear inflorescence Meristem base",5,2,1,0,"No"
"zea_mays Ear inflorescence Meristem boundary",5,2,1,0,"No"
"zea_mays Ear inflorescence Meristem epidermis",5,4,1,0,"No"
"zea_mays Ear inflorescence Phloem",5,6,1,0,"No"
"zea_mays Ear inflorescence Pith",5,2,1,0,"No"
"zea_mays Ear inflorescence S phase",5,0,1,0,"No"
"zea_mays Ear inflorescence Xylem",5,4,1,0,"No"
"zea_mays Inflorescence Adaxial meristem periphery",5,5,0.766785351212043,0.115326192544816,"No"
"zea_mays Inflorescence Bundle sheath cell",5,5,1,0,"No"
"zea_mays Inflorescence Determinate lateral organ",5,4,0.928831510824216,0.0320630594786326,"No"
"zea_mays Inflorescence Ear cortex",5,2,1,0,"No"
"zea_mays Inflorescence Meristem base",5,6,1,0,"No"
"zea_mays Inflorescence Meristem boundary",5,4,1,0,"No"
"zea_mays Inflorescence Meristem epidermis layer",5,4,1,0,"No"
"zea_mays Inflorescence Phloem",5,6,1,0,"No"
"zea_mays Inflorescence Xylem",5,0,1,0,"No"
"zea_mays Leaf Bundle sheath",5,8,0.59945998144385,0.222239804088428,"No"
"zea_mays Leaf Bundle sheath cell",5,4,0.842379688224729,0.0744921135679024,"No"
"zea_mays Leaf Contamination",5,9,0.73731886735545,0.132344652732572,"No"
"zea_mays Leaf G2/M phase",5,1,1,0,"No"
"zea_mays Leaf Leaf epidermis",5,5,0.485791814759887,0.313549807016606,"No"
"zea_mays Leaf Leaf guard cell",5,4,0.591077167367158,0.228355816624673,"No"
"zea_mays Leaf Leaf lamina epidermis",5,3,1,0,"No"
"zea_mays Leaf Leaf pavement cell",5,4,1,0,"No"
"zea_mays Leaf Leaf primordium",5,0,1,0,"No"
"zea_mays Leaf Leaf subsidiary cell",5,2,1,0,"No"
"zea_mays Leaf Leaf vascular system",5,9,0.706316997449019,0.151000342369118,"No"
"zea_mays Leaf Meristemoid",5,10,0.0605783367814452,1.21768265468353,"No"
"zea_mays Leaf Mesophyll",5,8,0.771690222553697,0.112557002300101,"No"
"zea_mays Leaf Mesophyll cell",5,1,1,0,"No"
"zea_mays Leaf Pavement cell-A",5,12,0.010471493194153,1.97999138520338,"Yes"
"zea_mays Leaf Pavement cell-N",5,3,1,0,"No"
"zea_mays Leaf S phase",5,0,1,0,"No"
"zea_mays Leaf Subsidiary cell",5,6,0.483035075539718,0.316021331856644,"No"
"zea_mays Leaf Vascular tissue",5,4,0.800628246861247,0.0965690916733756,"No"
"zea_mays Root Companion cell",5,7,1,0,"No"
"zea_mays Root Early stele",5,0,1,0,"No"
"zea_mays Root Mature endodermis",5,5,1,0,"No"
"zea_mays Root Mature stele",5,1,1,0,"No"
"zea_mays Root Meristematic cell",5,8,0.889547184997061,0.0508310103227763,"No"
"zea_mays Root Pericycle",5,1,1,0,"No"
"zea_mays Root Pericycle cell",5,6,0.986126282022215,0.00606746632282217,"No"
"zea_mays Root Phloem",5,8,0.634787636924213,0.197371540121157,"No"
"zea_mays Root Protophloem",5,7,1,0,"No"
"zea_mays Root Root cap",5,7,1,0,"No"
"zea_mays Root Root cortex",5,2,1,0,"No"
"zea_mays Root Root endodermis",5,1,1,0,"No"
"zea_mays Root Root epidermis",5,7,0.403245384768855,0.394430594505372,"No"
"zea_mays Root Root exodermis",5,20,0.0188309642360674,1.72512744144474,"Yes"
"zea_mays Root Root hair",5,7,0.804237212727753,0.0946158355996635,"No"
"zea_mays Root Root pith",5,5,1,0,"No"
"zea_mays Root Root stele",5,5,1,0,"No"
"zea_mays Root Stem cell niche",5,3,1,0,"No"
"zea_mays Root Xylem",5,1,1,0,"No"
"zea_mays Shoot axis apex G2/M phase",5,0,1,0,"No"
"zea_mays Shoot axis apex Leaf primordium",5,7,0.507705117414542,0.294388459101409,"No"
"zea_mays Shoot axis apex Leaf rim",5,1,1,0,"No"
"zea_mays Shoot axis apex S phase",5,0,1,0,"No"
"zea_mays Shoot axis apex Shoot apical meristem",5,7,1,0,"No"
"zea_mays Shoot axis apex Shoot system epidermis",5,4,0.842379688224729,0.0744921135679024,"No"
"zea_mays Shoot axis apex Vascular tissue",5,8,0.73731886735545,0.132344652732572,"No"
"arabidopsis_thaliana Flower Companion cell",6,6,1,0,"No"
"arabidopsis_thaliana Flower Cortex",6,7,0.313164413431157,0.504227595045019,"No"
"arabidopsis_thaliana Flower Early anther",6,5,0.259158090888066,0.586435227985209,"No"
"arabidopsis_thaliana Flower Epidermis",6,2,1,0,"No"
"arabidopsis_thaliana Flower Floral organ abscission zone",6,11,0.305434184709355,0.515082357588047,"No"
"arabidopsis_thaliana Flower Flower meristem",6,1,1,0,"No"
"arabidopsis_thaliana Flower Generative nuclei",6,3,0.835244101322467,0.0781865827621438,"No"
"arabidopsis_thaliana Flower Guard cell",6,9,0.267690680290737,0.572366748606725,"No"
"arabidopsis_thaliana Flower Intermediate anther",6,2,1,0,"No"
"arabidopsis_thaliana Flower Late anther",6,3,1,0,"No"
"arabidopsis_thaliana Flower Mesophyll cell",6,2,0.964289273541684,0.0157926641703991,"No"
"arabidopsis_thaliana Flower Microspore nuclei",6,3,1,0,"No"
"arabidopsis_thaliana Flower Phloem",6,4,1,0,"No"
"arabidopsis_thaliana Flower Procambium",6,3,1,0,"No"
"arabidopsis_thaliana Flower Proliferating cell",6,3,1,0,"No"
"arabidopsis_thaliana Flower Sperm nuclei",6,1,1,0,"No"
"arabidopsis_thaliana Flower Vegetative nuclei",6,7,0.172769321231714,0.762533372983575,"No"
"arabidopsis_thaliana Flower Xylem parenchyma cell",6,12,0.198135109656799,0.703038560407145,"No"
"arabidopsis_thaliana Inflorescence Cortex",6,6,0.639324404972703,0.194278716897785,"No"
"arabidopsis_thaliana Inflorescence Flower meristem",6,1,1,0,"No"
"arabidopsis_thaliana Inflorescence G2/M phase",6,5,1,0,"No"
"arabidopsis_thaliana Inflorescence Mesophyll",6,4,0.725142860419373,0.139576424629255,"No"
"arabidopsis_thaliana Inflorescence Phloem",6,7,1,0,"No"
"arabidopsis_thaliana Inflorescence S phase",6,0,1,0,"No"
"arabidopsis_thaliana Inflorescence Shoot system epidermis",6,5,0.513538535030634,0.289426962148017,"No"
"arabidopsis_thaliana Inflorescence Vascular cambium",6,3,1,0,"No"
"arabidopsis_thaliana Inflorescence Xylem",6,8,0.453784826068452,0.343150030409916,"No"
"arabidopsis_thaliana Leaf Bundle sheath",6,6,1,0,"No"
"arabidopsis_thaliana Leaf Bundle sheath cell",6,7,0.885822125762823,0.0526534762563913,"No"
"arabidopsis_thaliana Leaf Companion cell",6,3,1,0,"No"
"arabidopsis_thaliana Leaf G2/M phase",6,5,1,0,"No"
"arabidopsis_thaliana Leaf Guard mother cell",6,8,1,0,"No"
"arabidopsis_thaliana Leaf Hydathode",6,10,0.288236842668805,0.540250508098316,"No"
"arabidopsis_thaliana Leaf Hydathodes",6,12,0.703741968951513,0.152586548247088,"No"
"arabidopsis_thaliana Leaf Initials",6,12,1,0,"No"
"arabidopsis_thaliana Leaf Leaf abaxial pavement cell",6,0,1,0,"No"
"arabidopsis_thaliana Leaf Leaf adaxial pavement cell",6,7,1,0,"No"
"arabidopsis_thaliana Leaf Leaf epidermis",6,14,0.0514432132501847,1.28867191229922,"No"
"arabidopsis_thaliana Leaf Leaf guard cell",6,9,0.469062743555082,0.328769060574489,"No"
"arabidopsis_thaliana Leaf Leaf lamina epidermis",6,7,1,0,"No"
